Recency,Frequency,Monetary,Cluster
49,61,67.81,0
2,59,99.41,0
46,24,32.78,0
41,165,635.41,0
26,132,478.1,0
41,52,87.46,0
1,7812,19956.37,1
302,37,118.59,2
106,5,4.99,0
84,1,2033.1,0
80,51,215.8,0
217,26,268.40000000000003,2
301,309,1209.66,2
11,24,56.83,0
184,15,53.79,2
372,17,30.02,2
1,17,56.55,0
2,56,559.76,0
5,197,1168.63,0
304,23,43.81,2
368,52,136.67000000000002,2
2,220,536.8,0
323,11,56.599999999999994,2
58,148,228.96,0
12,90,165.37,0
30,389,1121.3799999999999,0
142,10,34.55,2
29,70,177.74,0
106,40,246.34,0
1,271,608.74,0
204,10,21.32,2
79,45,209.47,0
184,47,189.99,2
169,12,42.49,2
43,26,58.4,0
173,6,21.83,2
364,26,64.0,2
303,8,36.25,2
2,142,327.84,0
3,113,220.38,0
11,53,113.43,0
31,102,308.15,0
128,10,52.35,0
18,79,214.18,0
211,20,71.37,2
322,91,226.24,2
161,34,24.2,2
55,28,91.7,0
224,15,33.1,2
71,192,538.44,0
43,15,28.92,0
22,2,1.78,0
172,109,337.52,2
84,28,41.48,0
158,31,75.05,2
164,11,28.3,2
28,19,101.25,0
20,35,139.63,0
70,33,127.74,0
246,12,45.9,2
373,54,143.76,2
8,39,85.06,0
309,39,165.75,2
58,58,140.67000000000002,0
3,75,152.22,0
44,92,204.44,0
87,23,49.75,0
3,665,1563.45,0
63,142,335.94,0
281,1,4.15,2
0,38,131.0,0
372,1,3.39,2
132,21,66.26,0
44,23,68.74,0
10,6,46.35,0
35,39,57.82,0
133,65,199.51,0
28,90,246.56,0
51,21,72.51,0
137,29,54.15,0
4,72,173.85999999999999,0
8,43,149.35,0
159,12,29.47,2
48,22,3994.71,0
130,2,2.51,0
7,2,3.05,0
232,20,62.89,2
36,9,8.48,0
146,1,2.49,2
0,79,727.3299999999999,0
71,72,165.21,0
39,21,47.120000000000005,0
4,481,954.68,0
198,19,106.99,2
248,1,12.75,2
65,31,41.82,0
116,7,28.28,0
170,26,44.71,2
20,249,814.79,0
141,34,57.39,2
31,98,270.67,0
37,325,1140.79,0
37,68,101.28,0
371,42,80.68,2
373,81,155.98,2
165,14,65.82,2
210,29,88.64,2
241,30,130.29,2
51,15,48.660000000000004,0
24,165,334.39,0
14,294,938.33,0
371,57,208.23,2
28,21,68.2,0
364,12,28.36,2
35,139,333.51,0
165,30,66.11,2
144,48,99.2,2
21,21,102.2,0
55,1,2.08,0
184,13,11.82,2
11,39,203.55,0
236,29,67.35000000000001,2
224,5,24.55,2
121,82,200.05,0
281,2,3.37,2
73,178,286.32,0
36,91,260.86,0
11,57,162.49,0
361,37,99.06,2
3,53,167.93,0
22,22,71.04,0
69,30,114.0,0
234,32,125.00999999999999,2
256,14,70.2,2
372,28,66.11,2
154,31,36.28,2
27,30,89.58,0
3,46,58.69,0
31,122,409.57,0
80,3,5.23,0
107,29,110.53,0
51,5,28.55,0
35,164,287.17,0
152,22,58.49,2
98,21,58.64,0
3,10,70.3,0
333,5,9.35,2
64,33,59.29,0
21,110,145.26,0
35,49,123.23,0
31,94,179.14000000000001,0
153,19,68.37,2
18,19,58.35,0
11,460,907.6,0
53,7,38.15,0
24,115,341.2,0
3,128,542.9,0
44,43,111.46,0
202,7,10.5,2
358,5,11.55,2
65,21,34.66,0
6,361,1454.01,0
287,19,71.4,2
9,3,5.39,0
8,21,39.84,0
21,46,230.48000000000002,0
172,27,121.21,2
132,7,15.73,0
5,138,573.39,0
74,10,34.3,0
39,37,104.82,0
288,1,16.95,2
25,459,1019.3100000000001,0
257,25,74.95,2
154,36,43.589999999999996,2
113,75,282.66,0
373,13,62.150000000000006,2
22,153,544.29,0
7,223,405.0,0
216,29,86.58,2
44,123,111.96,0
18,2,3.8,0
35,17,65.28,0
25,70,151.61,0
15,2,3.24,0
329,29,82.5,2
273,7,10.36,2
97,7,857.87,0
60,37,80.01,0
1,90,332.26,0
92,38,63.07,0
81,70,150.87,0
312,21,55.0,2
11,196,445.91,0
7,107,322.7,0
126,19,40.64,0
10,40,104.55,0
0,433,5159.7300000000005,0
36,38,142.84,0
37,18,40.18,0
329,37,144.7,2
248,19,86.45,2
1,451,2243.23,0
18,40,117.44,0
11,26,111.52,0
368,1,1.06,2
289,28,154.95,2
67,371,885.44,0
25,72,89.07,0
10,1268,3265.74,0
367,29,83.05,2
213,17,68.55,2
148,31,58.03,2
7,357,827.13,0
23,34,48.74,0
29,193,426.6,0
60,52,104.78,0
18,46,147.69,0
242,14,40.95,2
8,71,167.82,0
210,2,0.85,2
28,20,46.15,0
62,39,107.43,0
294,8,50.05,2
16,162,241.41,0
360,1,2.95,2
150,18,27.57,2
116,61,166.43,0
7,43,190.51,0
12,221,398.12,0
140,10,19.5,2
45,7,9.08,0
50,16,44.04,0
31,37,85.97,0
134,38,121.55,0
2,21,59.35,0
74,28,72.81,0
12,122,360.73,0
8,35,45.66,0
300,23,115.1,2
56,39,142.63,0
9,81,294.16,0
30,25,105.92,0
176,10,12.38,2
3,43,156.28,0
175,139,455.78,2
60,9,33.2,0
32,38,161.4,0
58,56,286.86,0
14,197,619.69,0
86,31,83.88,0
6,1,2.08,0
353,33,97.4,2
30,74,140.64,0
113,99,246.23,0
8,90,248.49,0
4,119,247.62,0
23,41,151.97,0
217,44,155.31,2
14,1,0.83,0
248,17,61.65,2
14,72,178.11,0
77,69,226.34,0
191,16,68.89,2
261,7,28.150000000000002,2
71,45,180.33,0
150,18,74.42,2
63,9,12.57,0
94,139,308.77,0
3,166,390.97,0
105,30,55.79,0
199,68,275.54,2
156,19,87.08,2
70,194,509.81,0
35,32,146.56,0
28,8,25.95,0
1,134,482.01,0
25,42,102.98,0
325,34,99.13,2
236,15,22.52,2
88,13,38.91,0
30,26,128.32,0
28,31,64.73,0
205,23,43.55,2
2,115,495.73,0
219,4,4.62,2
21,65,170.82,0
92,19,61.86,0
1,299,889.99,0
263,10,30.6,2
2,284,759.49,0
38,245,543.97,0
217,5,43.25,2
49,32,130.33,0
11,164,758.76,0
8,89,204.08,0
191,125,464.52,2
81,40,148.32,0
325,1,110.0,2
71,104,223.23,0
29,49,164.8,0
2,61,180.42,0
218,88,252.73,2
45,6,23.57,0
9,105,342.14,0
71,78,255.83,0
6,177,469.27,0
23,4,18.84,0
113,49,197.17000000000002,0
16,8,12.83,0
300,22,86.27,2
86,16,12.35,0
50,94,299.5,0
88,6,10.3,0
354,4,3.0,2
38,123,421.08,0
24,42,136.9,0
172,139,510.64,2
42,21,64.74,0
139,13,14.6,2
22,62,60.61,0
71,46,241.34,0
133,2,25.5,0
357,8,27.1,2
37,13,59.1,0
2,170,391.16,0
1,3,7.6499999999999995,0
17,22,80.78,0
20,16,47.25,0
57,9,37.88,0
73,9,29.55,0
277,10,47.65,2
180,7,39.36,2
7,13,62.68,0
3,721,1174.33,0
42,70,104.55,0
